,creepsPerMinDeltas,goldPerMinDeltas,xpPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas
9492,1.9,495,781.5,0.12,45.48
9493,5.3,682.4,741.8,0.12,45.48
9494,1,516.9,731.2,0.12,45.48
9495,0.1,426.4,669.9,0.12,45.48
9496,2.7,627.5,659.1,-0.12,-45.48
9497,0.7,418.4,663.5,-0.12,-45.48
9498,2.9,558.4,653.6,-0.12,-45.48
9499,0.6,505.1,685.2,-0.12,-45.48
9500,1.7,496.2,743.4,-0.12,-45.48
9501,2.1,445.2,819.2,0,0
9502,2.3,491,706.6,0.6,-12
9503,3.7,604.2,755.2,0,0
9504,0.7,362.2,637,0,0
9505,2.8,553.7,617.6,0,0
9506,3.7,533,736.2,0,0
9507,1.7,499.8,724.2,0,0
9508,1.5,560.6,791.4,0,0
9509,3.4,505.8,642.9,0,0
9510,1.7,473.4,718.6,-0.6,12
9511,2.5,527.5,722.8,0.36,15.7
9512,1.3,603.1,747.8,0.36,15.7
9513,3.7,598.9,793.6,0.36,15.7
9514,2.1,588.7,693.4,0.36,15.7
9515,2,525.1,811.5,0.36,15.7
9516,1.8,510.2,621.8,-0.36,-15.7
9517,3.7,743.9,787.1,-0.36,-15.7
9518,0.7,465.4,805.5,-0.36,-15.7
9519,3.2,468.2,733.9,-0.36,-15.7
9520,0.4,384.8,742.3,-0.36,-15.7
9521,0.9,341,398.7,-2.1,-110.6
9522,5.8,320.1,396.6,-0.9,-8.3
9523,6.1,336.9,313.6,0,0
9524,1.2,185,273,0,0
9525,6.8,294,447.4,0,0
9526,5.6,327.2,327.6,0,0
9527,3,449,509.3,2.1,110.6
9528,7.1,336.1,352.2,0,0
9529,6.7,314.4,404.9,0.9,8.3
9530,1.3,230.4,298,0,0
9531,6.1,269.5,434.3,-0.6,39
9532,7.5,274.6,419.6,1.1,17.8
9533,5.8,280.7,296.4,-0.3,-6.3
9534,0.3,257.9,248.9,-0.3,-6.3
9535,0.4,409,337.5,-0.8,-0.8
9536,1.2,316,338.3,0.8,0.8
9537,6.4,284.3,401.8,-1.1,-17.8
9538,6.7,243,395.3,0.6,-39
9539,0.9,257.5,274.6,0.3,6.3
9540,5.8,344.5,283.3,0.3,6.3
9541,6.5,260.3,444.4,0.1,16.9
9542,7,329.5,321.4,1.6,72.95
9543,0.5,222,253.5,1.6,72.95
9544,7.3,300.8,479.6,-1.6,-16.1
9545,0.1,460.2,405.1,-0.4,151.9
9546,8.9,374.7,495.7,1.6,16.1
9547,6.4,339.4,427.5,-0.1,-16.9
9548,3.7,167.4,187.4,-1.6,-72.95
9549,0.5,219.9,253.2,0.4,-151.9
9550,0.6,169.8,241.6,-1.6,-72.95
9551,5,207.7,399.5,0,0
9552,6.4,265.3,353.1,-0.4,-55.1
9553,7.9,345.3,341,0,0
9554,0.1,226.7,281.1,0,0
9555,0.3,275.5,292.4,-0.5,-60.1
9556,0.8,317.9,352.5,0.5,60.1
9557,7.4,322.2,473.1,0,0
9558,7.7,260,340.6,0,0
9559,0.3,205.2,270.5,0,0
9560,6.8,360.5,408.2,0.4,55.1
9561,7.3,231.8,448.7,-1,-40.6
9562,5.2,282.3,293.3,-1.45,-74.8
9563,1.5,202.9,205,-1.45,-74.8
9564,4.4,320.7,306.8,-3.4,-152.2
9565,0.6,256.8,295.2,-0.4,-203.7
9566,1,496.6,498.9,0.4,203.7
9567,8.3,270.9,489.3,1,40.6
9568,7.8,419.7,364.5,1.45,74.8
9569,1.8,211.6,283.4,1.45,74.8
9570,7.8,371.6,459,3.4,152.2
9571,1.4,183.4,234.8,0.25,-19.25
9572,8.3,306.7,530.6,0.6,80.6
9573,7.2,372.4,567.2,1.4,167.4
9574,0.3,328.4,365.2,-0.8,-16.8
9575,7.4,311.8,308,0.25,-19.25
9576,7.7,269,450,-0.6,-80.6
9577,1.1,292.5,382,0.8,16.8
9578,5.8,239.6,399.8,-1.4,-167.4
9579,1.6,189,309.7,-0.25,19.25
9580,6.7,291.7,271.6,-0.25,19.25
9581,8,391.5,501.7,0,0
9582,0.3,344.2,368.8,-0.4,35.9
9583,8.2,321.1,507.7,0.5,113.6
9584,6.1,241.8,268,0,0
9585,1.6,160.6,219,0,0
9586,7.9,373,393.7,0,0
9587,0.7,266.5,332.9,0.4,-35.9
9588,1.2,195,160.9,0,0
9589,7.7,291,394.1,-0.5,-113.6
9590,6.5,287.9,459.2,0,0
9591,8.6,399.7,558.8,0,0
9592,7.1,357.8,337.7,-0.25,-39.85
9593,0.2,321.5,320.6,-0.2,-28.6
9594,8.8,327.3,482.1,0,0
9595,1.1,188.2,184.2,-0.25,-39.85
9596,1.4,211.5,263.1,0.25,39.85
9597,7.3,346.8,338.5,0.25,39.85
9598,9,296.9,518.7,0,0
9599,0.4,361.9,349.2,0.2,28.6
9600,6.6,227.7,369.6,0,0
9601,6.8,371.7,281.9,0,0
9602,8.6,580.8,533.1,4,221.8
9603,1.3,200.3,271.7,0,0
9604,7.8,438.3,434.4,0,0
9605,0.2,277.5,231.1,-0.3,-210.5
9606,0.5,389,441.6,0.3,210.5
9607,6,329.7,427,0,0
9608,1.7,236.1,209,0,0
9609,4.6,207.9,311.3,-4,-221.8
9610,6.4,307.8,287.7,0,0
9611,7.8,343.9,376.3,0,0
9612,6.4,430.2,419.6,0,0
9613,5.3,333.7,413.4,0,0
9614,1.2,276.9,247.5,0,0
9615,0.3,355.2,311.6,0,0
9616,1.1,182.7,213.8,0,0
9617,7.3,328.4,332.9,0,0
9618,6.3,388,417.9,0,0
9619,0.5,378.7,261.9,0,0
9620,6.8,333.8,455.2,0,0
9621,7.6,252.4,422,1,-33.5
9622,0.2,257.5,321.2,-0.8,-50.2
9623,7.4,441,353.5,0,0
9624,1.5,192.6,243.2,0,0
9625,7.2,241.5,392,0,0
9626,7.5,424.6,503.3,0,0
9627,7,316.3,351,0,0
9628,1.1,162.8,195.4,0,0
9629,1,382.7,371.4,0.8,50.2
9630,6.6,329.7,455.5,-1,33.5
9631,0.2,310.2,273.9,-0.6,-33.82
9632,1.4,162.8,232.7,-0.6,-33.82
9633,5.6,223.5,283.2,-0.6,-33.82
9634,6.4,273.5,385.1,-0.6,-33.82
9635,6.6,247.9,405.7,-0.6,-33.82
9636,6,295.3,414.5,0.6,33.82
9637,0.9,366,340.1,0.6,33.82
9638,1.4,216.3,251.6,0.6,33.82
9639,7.2,316,422.3,0.6,33.82
9640,7.7,361.3,321.2,0.6,33.82
9641,7.7,342.7,351.7,1.4,85.5
9642,6.1,400.2,400.1,0,0
9643,1.5,334.4,385.5,1.3,72.9
9644,1.2,211,297.9,1.4,85.5
9645,7.5,321.2,444.5,0,0
9646,7.5,417.9,437.9,0,0
9647,0.5,240.2,203.1,-1.4,-85.5
9648,7,301.5,446.4,0,0
9649,0.2,242.5,312.6,-1.3,-72.9
9650,5.6,249.6,275.5,-1.4,-85.5
9651,5.3,220.7,343.3,-1.3,-134.9
9652,7.5,261.9,272.1,0,0
9653,1.4,166.2,280.6,0,0
9654,7.2,333.8,489.3,0,0
9655,0.4,207.4,193.8,0.1,-115.8
9656,6.6,317.8,422.9,0,0
9657,0.3,360,309.6,-0.1,115.8
9658,7.4,327.8,405.2,0,0
9659,0.6,232,200.5,0,0
9660,6.6,344.9,478.2,1.3,134.9
9661,7.1,302.8,438.2,2.2,57.9
9662,7.5,339,511.5,0,0
9663,0.9,380.6,363,0.5,10
9664,7.6,259.2,275.7,0,0
9665,1.2,189.9,285,0,0
9666,1.3,250.9,306.7,0,0
9667,0.4,364.9,353,-0.5,-10
9668,4.9,202.3,380.3,-2.2,-57.9
9669,6.8,231.7,411.2,0,0
9670,8.1,387.2,353.6,0,0
9671,6.8,333.3,410.7,-1,10.4
9672,5.9,226.6,419.1,-1.4,-43.9
9673,0,261.8,273.9,-0.8,-69.2
9674,8.2,266.5,300.1,0.25,-20.4
9675,0.2,145.8,220.1,0.25,-20.4
9676,7.8,255.5,400.3,1,-10.4
9677,6.5,252.3,333.9,-0.25,20.4
9678,0.8,330.1,343.1,0.8,69.2
9679,1.4,202.6,227.1,-0.25,20.4
9680,7.3,340.1,463,1.4,43.9
9681,0.7,176,268.1,-0.18,-12.54
9682,0.6,289.5,414.1,-0.18,-12.54
9683,7.2,331.8,446,-0.18,-12.54
9684,7.2,272.7,395.6,-0.18,-12.54
9685,7.2,249.8,282.4,-0.18,-12.54
9686,8.5,393.2,374.4,0.18,12.54
9687,7.2,267.3,446.1,0.18,12.54
9688,0.2,226.1,271.6,0.18,12.54
9689,0.6,321,383,0.18,12.54
9690,7.3,301.3,393.8,0.18,12.54
9691,6.3,250.7,404.3,0.18,-47.1
9692,8.9,279.1,477.6,0.18,-47.1
9693,0,255,298.4,0.18,-47.1
9694,1.5,148.6,199.3,0.18,-47.1
9695,8.6,274.5,328.6,0.18,-47.1
9696,8.1,305,466.6,-0.18,47.1
9697,8.3,313.7,338.4,-0.18,47.1
9698,0.1,312.8,355.9,-0.18,47.1
9699,6.5,286.3,415.1,-0.18,47.1
9700,1.4,305,367.7,-0.18,47.1
9701,5.5,292.4,362.5,0,0
9702,2,408.6,482.9,-4.35,-65.55
9703,7,299.8,312.2,0,0
9704,5.6,252.7,348.1,-4.35,-65.55
9705,0.2,232.4,292.1,0,0
9706,1.4,181.7,234.8,0,0
9707,8.6,322.2,486.5,4.35,65.55
9708,7.7,330.6,475.6,4.35,65.55
9709,0.9,354.2,346.8,0,0
9710,4.7,217.7,257.3,0,0
9711,7.1,356.1,427.7,0.9,-62.8
9712,0.3,268.2,252.6,2.78E-17,-150
9713,1.2,148,247.1,0,0
9714,8.7,275.1,328.2,0,0
9715,6.8,346.7,470.3,0,0
9716,1.1,201.4,232.7,0,0
9717,8.9,332.4,411.5,0,0
9718,7.5,339,460.6,0,0
9719,6.2,349.7,490.5,-0.9,62.8
9720,0.3,409.1,402.6,-2.78E-17,150
9721,7.4,254.2,290.4,0.45,-16
9722,6.4,282.8,467,-0.3,-31.1
9723,7.2,248.5,396.5,0.4,-29.1
9724,2,154.6,269.2,0.45,-16
9725,0.1,259.5,354.1,-0.4,-12
9726,1.3,166.9,267.2,-0.45,16
9727,6.7,311.4,498.1,0.3,31.1
9728,0.5,361.7,366.1,0.4,12
9729,6.8,234.1,425.6,-0.4,29.1
9730,7.2,285.6,324.4,-0.45,16
9731,8.4,384.3,461.1,2.4,39.3
9732,0.5,363.4,310.3,0.5,24.4
9733,7.5,307.1,469.2,0.6,79.6
9734,1.2,209.6,274.6,-0.9,-37
9735,6,308.7,272.8,-0.9,-37
9736,0,238.7,285.9,-0.5,-24.4
9737,1.3,341.3,260.8,0.9,37
9738,6.9,338.2,389.6,-0.6,-79.6
9739,6,310.9,421.8,-2.4,-39.3
9740,7.7,440.5,360.6,0.9,37
9741,8.5,278.4,332.9,1.2,-3.6
9742,1.5,167.2,276,1.2,-3.6
9743,5.7,325.5,410.3,-2.8,-58.4
9744,0.1,325.8,292.9,-0.2,-82.1
9745,7.2,270,463.8,0.7,47.1
9746,8.5,330.1,468.7,2.8,58.4
9747,0.3,390.4,375,0.2,82.1
9748,1.2,183.3,294.9,-1.2,3.6
9749,6.5,293.5,416.7,-0.7,-47.1
9750,6.4,259,321.2,-1.2,3.6
9751,7.3,324.1,480.5,-4.44E-16,1.2
9752,5.9,325.5,420.7,0.7,47.4
9753,0.2,310.1,295.8,-0.4,-7
9754,4.6,228.8,229,-2.4,-76.6
9755,0.8,157.9,203,-2.4,-76.6
9756,9,337.1,291.1,2.4,76.6
9757,7.3,299.8,479.3,4.44E-16,-1.2
9758,0.6,307.6,302.8,0.4,7
9759,1.2,181.3,294.1,2.4,76.6
9760,5.2,321.4,373.3,-0.7,-47.4
9761,6.6,346.6,471.4,-0.88,-27.34
9762,0.3,193,267.3,-0.88,-27.34
9763,5.2,244.4,219.7,-0.88,-27.34
9764,8,277.1,454.8,-0.88,-27.34
9765,0.5,271.9,337.5,-0.88,-27.34
9766,8.9,278.5,458.1,0.88,27.34
9767,0.4,320,303.9,0.88,27.34
9768,6.9,275.1,449.6,0.88,27.34
9769,7.4,583.8,384.3,0.88,27.34
9770,1.4,294.2,291.5,0.88,27.34
9771,8.1,303,475.7,0.56,3.82
9772,0.6,322.5,320.6,0.56,3.82
9773,7.1,392.8,498.8,0.56,3.82
9774,5.9,293.2,315.5,0.56,3.82
9775,1.8,198.4,228.8,0.56,3.82
9776,1,216.7,248.6,-0.56,-3.82
9777,6.2,231,399,-0.56,-3.82
9778,1.2,410.7,443.2,-0.56,-3.82
9779,6,396.1,266.1,-0.56,-3.82
9780,6.3,270.9,463.4,-0.56,-3.82
9781,5.3,279.7,345.8,-2.3,-164.1
9782,5.5,294.2,400.1,-2.3,-110.5
9783,0.9,262.5,270.6,0.6,-85.3
9784,8.5,284.3,302.1,0.2,5.15
9785,1.2,167.2,262.1,0.2,5.15
9786,7.8,263.6,282.6,-0.2,-5.15
9787,1.5,162.5,271.3,-0.2,-5.15
9788,7.6,380.2,509.9,2.3,164.1
9789,7.8,501.7,510.6,2.3,110.5
9790,0.3,327.6,355.9,-0.6,85.3
9791,0.1,241.2,282.6,0.42,32.4
9792,8.6,447.3,457.2,0.42,32.4
9793,7.9,323.5,307.6,0.42,32.4
9794,4.4,202.9,330.4,0.42,32.4
9795,0.3,296.5,290.5,0.42,32.4
9796,4.6,189.1,200.8,-0.42,-32.4
9797,0.1,214.9,168.9,-0.42,-32.4
9798,6.7,301.1,379.4,-0.42,-32.4
9799,7.7,405.4,477.4,-0.42,-32.4
9800,0.1,296.2,279.8,-0.42,-32.4
9801,1.5,153,252.4,-0.6,-42.15
9802,5.7,212,231.3,-0.6,-42.15
9803,8.2,257.8,406.5,0,0
9804,7,289.5,407.3,0.9,-8.9
9805,0.3,251.9,325.1,0,0
9806,1.4,253.3,272.3,0.6,42.15
9807,7,295.8,389.5,0,0
9808,7,399.5,295.7,0.6,42.15
9809,6.1,263,416.2,-0.9,8.9
9810,0.4,302.2,321.2,0,0
9811,6.2,244.3,275.8,-0.85,-36.85
9812,8.8,315.6,485.2,0,0
9813,1.3,141.4,232.3,-0.85,-36.85
9814,0.3,321.6,323.6,-0.2,-21.1
9815,7.6,388.1,474.6,0,0
9816,7.9,388.8,337.9,0.85,36.85
9817,1.3,178.9,243.9,0.85,36.85
9818,0.5,283.6,344.7,0.2,21.1
9819,5.3,265.9,383.5,0,0
9820,5.2,305,400.9,0,0
9821,4.8,257.3,346.3,-0.82,-61.14
9822,0.4,319.3,353.4,-0.82,-61.14
9823,5.3,252.5,377.9,-0.82,-61.14
9824,1.7,177.4,234.8,-0.82,-61.14
9825,5.3,298.4,260.1,-0.82,-61.14
9826,7.2,320.7,454.2,0.82,61.14
9827,1.5,298.2,286.2,0.82,61.14
9828,6.2,394.2,323.5,0.82,61.14
9829,0.2,384.8,394.6,0.82,61.14
9830,6.5,369.8,419.7,0.82,61.14
9831,7.5,295.7,456.5,0.1,-5.8
9832,0.1,253.5,342.7,-0.4,-1.2
9833,7.1,289.9,407.7,-4.44E-16,-59.7
9834,8.8,425.9,382.8,0.4,58.35
9835,1.1,233.4,348.9,0.4,58.35
9836,7.4,260.2,291.9,-0.4,-58.35
9837,0.5,233.8,343.9,0.4,1.2
9838,7.1,272.6,467.4,4.44E-16,59.7
9839,7.4,385.7,462.3,-0.1,5.8
9840,1.7,251.9,323.1,-0.4,-58.35
9841,5.7,371.4,410.3,-1.7,-3.2
9842,8.2,386.1,357,1.25,53.45
9843,1,282.7,244.7,1.25,53.45
9844,6.4,280.5,427.7,0.8,19
9845,1.7,355.8,383.4,1.6,151.6
9846,7.4,357.5,413.5,1.7,3.2
9847,0.1,320.2,231.8,-1.6,-151.6
9848,1.3,154,218.7,-1.25,-53.45
9849,5.6,246.7,408.7,-0.8,-19
9850,5.4,228,276.1,-1.25,-53.45
9851,6.6,415.6,423.2,1.95,128.8
9852,5.3,354.9,328.8,1.95,128.8
9853,0.8,188.6,225.2,0,0
9854,2.1,481,430.4,1.8,261.8
9855,5.1,269.5,332.3,0,0
9856,6.8,330.5,298.4,-1.95,-128.8
9857,1.2,239.9,196,-1.95,-128.8
9858,0.3,244.2,168.6,-1.8,-261.8
9859,6.8,303.3,427.5,0,0
9860,4.7,257.8,377.2,0,0
9861,1.1,200.6,253.4,0.25,44.45
9862,8.7,362.5,357.5,0.25,44.45
9863,0.3,343.9,384.3,0.2,63
9864,6.1,273.1,469.3,-1.2,37.7
9865,5.9,303.3,402,-0.3,-9.1
9866,6.2,284,411.1,0.3,9.1
9867,8,273.9,298.7,-0.25,-44.45
9868,7.3,258.7,431.6,1.2,-37.7
9869,0.1,261.2,321.3,-0.2,-63
9870,1.3,180.8,223.3,-0.25,-44.45
9871,7.4,284.1,317.1,0,0
9872,6.9,318.3,481.8,0,0
9873,1.3,179.5,247.1,0,0
9874,0.5,295.2,331.9,0,0
9875,6.4,376.8,428.2,0,0
9876,5.6,216.5,363.3,0,0
9877,0.3,247.6,296.7,0,0
9878,8.9,275.1,376.4,0,0
9879,6.5,312.9,396.7,0,0
9880,1.2,155.5,227.3,0,0
9881,1.2,199.6,231.8,1.04,60.98
9882,8.2,374.8,491.9,1.04,60.98
9883,4.9,351.8,370.6,1.04,60.98
9884,7.5,379.7,339.4,1.04,60.98
9885,0.9,486.5,520.5,1.04,60.98
9886,5.8,226.2,290,-1.04,-60.98
9887,5.4,281.6,339.5,-1.04,-60.98
9888,0,397.4,373.5,-1.04,-60.98
9889,5.3,280.3,390.3,-1.04,-60.98
9890,1,166.5,256,-1.04,-60.98
9891,0.1,278.6,356.5,0.92,47.74
9892,6.2,254.8,395.7,0.92,47.74
9893,7.5,295.7,466.7,0.92,47.74
9894,1.3,226.9,269.3,0.92,47.74
9895,8.6,437.9,323.2,0.92,47.74
9896,1.7,165,92.4,-0.92,-47.74
9897,1.6,164.4,242.6,-0.92,-47.74
9898,7.1,313.3,470.1,-0.92,-47.74
9899,0.3,254.5,305.3,-0.92,-47.74
9900,8.4,308.6,462.3,-0.92,-47.74
9901,0.2,198.6,202.7,0,0
9902,7,250.5,409.5,0.2,-33.3
9903,6.2,296.4,399.2,0,0
9904,0.8,408.7,398.9,0.4,85.8
9905,3.7,259,231.5,0,0
9906,6.7,395.1,290.3,0,0
9907,0.4,304.3,313.1,-0.4,-85.8
9908,5.1,275.6,347.6,0,0
9909,6.8,345.3,442.8,-0.2,33.3
9910,1.2,280.9,270.8,0,0
9911,1.3,201.2,265.8,0,0
9912,5.5,277.5,400.3,-0.4,3.2
9913,6.3,314.9,431,0,0
9914,0.9,362.8,396.1,0.8,90.4
9915,7.9,294.7,295.7,0,0
9916,0.1,292.1,305.7,-0.8,-90.4
9917,8.4,378,363.4,0,0
9918,8.4,435.4,606.9,0,0
9919,5.9,292.2,397.1,0.4,-3.2
9920,1.5,231.8,284.3,0,0
9921,1.6,191.6,277.6,0,0
9922,1.2,286,367.9,0.2,-106.9
9923,7.2,400.1,312.2,0,0
9924,7,252.1,405,-1.4,-62.4
9925,6.5,274.9,379,0,0
9926,4.3,237.1,369.9,0,0
9927,1.4,211.5,236.8,0,0
9928,8.3,298.7,349.7,0,0
9929,1,347.2,474.8,-0.2,106.9
9930,8.4,269.1,467.4,1.4,62.4
9931,8.6,283.7,458.3,1.5,-33.2
9932,6.4,363,262.2,0,0
9933,1.2,218.8,246.2,0,0
9934,5.7,261.9,421.8,-1.6,-30
9935,0.5,223.9,250.8,0,0
9936,7.1,345.4,491.5,-1.5,33.2
9937,7.3,290.4,451.8,1.6,30
9938,1.1,414.3,488.3,0,0
9939,1.6,255,264.6,0,0
9940,6.5,390.7,340.9,0,0
9941,8.9,441.7,474.9,0,0
9942,0.3,319.5,391.6,-1.4,38.2
9943,6.7,333.1,490.6,0,0
9944,1.1,154.4,211.7,-0.3,-9.4
9945,6.7,263,293.2,-0.3,-9.4
9946,7.2,258.3,277.9,0.3,9.4
9947,1.2,178.1,245.8,0.3,9.4
9948,1.7,382.3,353.4,1.4,-38.2
9949,7.7,353.3,471.8,0,0
9950,6.6,397.7,450.2,0,0
9951,3.1,566.2,691,0.32,20
9952,1.1,486.1,714.4,0.32,20
9953,2.6,481.2,676.9,0.32,20
9954,1.7,509.6,742.5,0.32,20
9955,3.3,523.7,649,0.32,20
9956,1.5,455.3,688.6,-0.32,-20
9957,1.9,522.3,720.9,-0.32,-20
9958,2.3,571.7,752.4,-0.32,-20
9959,2,485.4,595.9,-0.32,-20
9960,2.5,462.4,616,-0.32,-20
9961,1.3,499.7,719.3,-0.52,-98.48
9962,3.1,585.2,822.9,-0.52,-98.48
9963,1.2,547.3,641.3,-0.52,-98.48
9964,2.2,550.9,808.2,-0.52,-98.48
9965,1.4,406.5,719.9,-0.52,-98.48
9966,1,600.6,890.2,0.52,98.48
9967,5.5,627.7,778.9,0.52,98.48
9968,1.1,549.4,874,0.52,98.48
9969,2.4,615.6,795.8,0.52,98.48
9970,1.8,672.5,865.1,0.52,98.48
9971,8,326.6,478.1,0,0
9972,0.5,314,379,0.3,23.9
9973,7,308.2,431.5,0,0
9974,1.3,230.6,264.9,0.75,3.6
9975,7.5,264.6,349.7,0.75,3.6
9976,7.4,264.6,443.1,0,0
9977,1.4,224.3,276,-0.75,-3.6
9978,6.3,258.3,423.3,0,0
9979,0.2,274.3,355.1,-0.3,-23.9
9980,5.9,312.5,331.4,-0.75,-3.6
9981,7.3,304.7,437.1,-1.2,-19.5
9982,7.8,384.1,459.3,3,80.5
9983,1.1,249.4,225.8,-0.55,-10.35
9984,0.6,478.1,386.3,-0.3,-5.5
9985,6.2,344.2,341.8,-0.55,-10.35
9986,0.9,448.3,391.8,0.3,5.5
9987,4.8,282,378.8,-3,-80.5
9988,8.5,288.9,456.6,1.2,19.5
9989,6.2,327.3,321,0.55,10.35
9990,2.2,211.9,267.3,0.55,10.35
9991,6.6,264,445.2,-2.1,-58
9992,5.9,349.4,436.5,0,0
9993,0.4,306.9,305.7,0,0
9994,0.2,264.8,237.7,-0.75,17.4
9995,6.6,308,311.7,-0.75,17.4
9996,6.9,247.8,296.7,0.75,-17.4
9997,1.4,163.6,217.9,0.75,-17.4
9998,6.2,232.4,361.3,0,0
9999,0,240.1,318.7,0,0
10000,8.7,321.3,503.2,2.1,58
10001,7.2,253.7,449.8,-1.8,-35.9
10002,9.7,383.4,373.5,0,0
10003,1.1,335.5,413.9,-8.33E-17,16.9
10004,1.1,293.2,284.6,0,0
10005,4.7,328.7,352.8,0,0
10006,1.1,340.2,397,8.33E-17,-16.9
10007,1,177.6,166.2,0,0
10008,6.6,311.6,442.1,0,0
10009,9,363.3,485.7,1.8,35.9
10010,6.1,291.1,369.7,0,0
10011,7.5,254.1,428.8,-0.9,-65.9
10012,5.9,312.3,426.8,0,0
10013,1.2,297.6,240.8,0,0
10014,0.5,324,363.7,0.1,106.1
10015,4.2,285.1,270.9,0,0
10016,0.4,283.6,257.6,-0.1,-106.1
10017,0,188.5,216.3,0,0
10018,8.4,336,494.7,0.9,65.9
10019,7.1,376.8,307.2,0,0
10020,5.3,258.2,387.2,0,0
10021,8.7,269.2,467,0.2,-29.9
10022,6,311.1,267,-0.75,-36.25
10023,1.7,337.6,419,0,0
10024,1.5,192,262.6,-0.75,-36.25
10025,6.4,360.1,482.2,0,0
10026,1.1,317.4,383.6,0,0
10027,6.4,329.2,465,0,0
10028,7.7,345.2,286,0.75,36.25
10029,8.5,270.7,496.9,-0.2,29.9
10030,1.3,282.3,316.1,0.75,36.25
10031,6.3,286.9,416.3,0,0
10032,8.7,319.6,330.1,0.4,-2
10033,0.4,310.3,308.8,0.4,-57.2
10034,1.8,178.5,292.5,0.4,-2
10035,6.4,320,488.7,0,0
10036,8.5,314,330.3,-0.4,2
10037,5.6,210.6,365.2,0,0
10038,0,357.4,366,-0.4,57.2
10039,8.6,432.3,524.9,0,0
10040,1.2,211.1,296.3,-0.4,2
10041,7.1,318.2,311,0.45,19.65
10042,4.5,327.7,324,0,0
10043,0.4,254.6,251.4,0.4,-17.8
10044,1.4,177.1,253.5,0.45,19.65
10045,4.8,244.8,388,0,0
10046,0.1,209,225.1,-0.45,-19.65
10047,6.1,265.2,397.9,0,0
10048,0,316,269.2,-0.4,17.8
10049,7.4,268,459.6,0,0
10050,7.5,286.7,300.1,-0.45,-19.65
10051,6.9,302.4,448.5,0,0
10052,5.6,328.6,382.9,-2.1,-66.5
10053,0.4,292.7,348,-0.4,-98.8
10054,0.7,182.7,237.7,0,0
10055,6.5,282.4,278.1,0,0
10056,6.4,287.6,437.6,0,0
10057,0.8,521.1,446.8,0.4,98.8
10058,1.3,201.6,267.4,0,0
10059,7.7,290.7,449.4,2.1,66.5
10060,6,311.6,305.3,0,0
10061,7.2,308.9,409.2,-0.76,-3.4
10062,5.5,315.2,319.8,-0.76,-3.4
10063,5.9,364.8,393.4,-0.76,-3.4
10064,1.3,213.2,207.6,-0.76,-3.4
10065,0.1,331.7,348.7,-0.76,-3.4
10066,1.2,236.7,282.6,0.76,3.4
10067,6.2,341.3,387.4,0.76,3.4
10068,7.7,258.3,458.9,0.76,3.4
10069,7.1,391.1,313.9,0.76,3.4
10070,1.6,179.9,252.9,0.76,3.4
10071,8.4,388.2,468.7,0.9,-3
10072,1.3,158,226.7,0.8,-25.45
10073,7.7,264.7,312.2,0.8,-25.45
10074,7.6,318,516.9,0,0
10075,0.3,345.8,370.6,0,0
10076,6.3,258.6,451.9,0,0
10077,0.1,217.5,277,-0.8,25.45
10078,7.3,305.4,312.8,-0.8,25.45
10079,7.5,260.6,471.7,-0.9,3
10080,1.2,254.7,306.1,0,0
10081,0.6,283.3,380.5,-0.6,15.4
10082,8.2,327.5,491.9,2.9,91.6
10083,1.8,168.1,257.7,-0.65,-13.95
10084,5.9,242.5,234.8,-0.65,-13.95
10085,6.2,300.3,432.4,0.4,15.7
10086,7.7,346.8,279.6,0.65,13.95
10087,1.3,191.4,240.8,0.65,13.95
10088,5.3,328.9,400.3,-2.9,-91.6
10089,1.2,447.5,365.1,0.6,-15.4
10090,5.8,327.6,416.7,-0.4,-15.7
10091,8.6,283,465.1,1.4,-11.5
10092,0.5,485.9,297.1,-0.8,-71
10093,6.3,307.5,273.5,1.9,46.3
10094,1.6,184.2,241.5,1.9,46.3
10095,5.2,224,353.2,-1,-77.4
10096,3.3,378.3,198.4,-1.9,-46.3
10097,6.2,282.9,430.6,1,77.4
10098,1.3,411,368.1,0.8,71
10099,0.8,323,224,-1.9,-46.3
10100,7.2,246,476.6,-1.4,11.5
10101,6.2,248.3,273.5,-0.35,-64.65
10102,0.1,298.7,320.2,-0.3,-70.2
10103,1.3,150,226.3,-0.35,-64.65
10104,6.8,322.2,448.8,-0.2,-12.4
10105,7.1,328.4,470.5,1.5,69.7
10106,6.9,340.5,350.4,0.35,64.65
10107,5.6,328.9,400.8,-1.5,-69.7
10108,1.3,244.1,278.7,0.35,64.65
10109,7,364.3,461.2,0.2,12.4
10110,0.4,350.9,390.4,0.3,70.2
10111,8.6,335.9,514.2,0,0
10112,6.5,303.7,283,0,0
10113,5.5,274.4,411.2,-1.1,42.6
10114,0.5,272.2,338.9,-0.5,21.4
10115,0.5,211.3,209.7,0,0
10116,7.9,363.3,444.4,0,0
10117,0.2,175.8,199.2,0,0
10118,5.3,228.3,267,0,0
10119,1,322.1,317.5,0.5,-21.4
10120,6.6,304.5,368.6,1.1,-42.6
10121,7.1,288.3,361.8,-0.36,-29.36
10122,1.6,234.3,286.1,-0.36,-29.36
10123,6.9,411.5,343.2,-0.36,-29.36
10124,1.3,335,424,-0.36,-29.36
10125,4.3,221.9,323.8,-0.36,-29.36
10126,7.3,339.2,479.2,0.36,29.36
10127,5.9,238.1,290.7,0.36,29.36
